size 30 65
tileset outdoor
visibilityRadius 8
unexplored


encounter "demonsLvl20" 18 56
encounter "demonsLvl20" 18 47
encounter "demonsLvl20" 5 39
encounter "demonsLvl20" 14 37
encounter "demonsLvl20" 23 37
encounter "demonsLvl20" 22 22
encounter "demonsLvl20" 6 17
encounter "demonsLvl20" 19 9

item 1 "chest_exceptional" 14 56
elevation 35 1 1 1 0 0 0 0 0 1 2 1 0 0 0 0 0 1 1 2 1 0 0 0 0 0 0 1 1 1 1 
elevation 36 1 1 1 0 0 0 0 0 1 2 1 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 1 1 1 
elevation 37 1 1 1 0 0 0 0 0 1 2 1 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 1 1 1 
elevation 38 1 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 1 1 1 
elevation 39 1 1 0 0 0 0 0 0 0 1 2 1 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 1 1 1 
elevation 40 1 1 0 0 0 0 0 0 0 1 2 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 1 
elevation 41 1 1 0 0 0 0 0 1 1 2 2 1 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 2 2 1 
elevation 42 1 1 1 0 0 0 0 1 1 2 2 2 1 2 2 1 1 1 1 0 0 0 0 0 1 2 2 2 2 1 
elevation 43 1 1 1 0 0 0 0 1 1 1 2 2 2 2 2 1 0 0 0 0 0 0 0 1 1 2 2 2 1 1 
elevation 44 1 1 1 0 0 0 0 1 1 1 1 1 2 1 1 1 0 0 0 0 0 0 0 1 2 2 2 2 1 1 
elevation 45 1 1 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1 2 2 2 1 
elevation 46 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 2 
elevation 47 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 
elevation 48 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 
elevation 49 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 
elevation 50 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 
elevation 51 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 1 2 2 
elevation 52 1 1 1 1 1 1 0 1 1 2 1 1 1 1 1 2 2 1 2 1 0 0 0 0 0 0 0 1 2 2 
elevation 53 1 1 1 1 1 1 1 2 2 1 2 2 2 1 2 1 1 0 1 0 0 0 0 0 0 0 1 1 2 2 
elevation 54 1 1 1 0 1 0 1 1 1 0 1 2 1 0 1 0 0 0 0 0 0 0 0 0 0 1 1 2 2 2 
elevation 55 1 1 1 0 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 
elevation 56 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 1 
elevation 57 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 2 1 1 0 
elevation 58 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 2 2 2 2 1 0 0 
elevation 59 1 2 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 2 2 2 2 2 1 1 0 0 
elevation 60 1 2 2 1 0 0 0 0 0 0 0 1 1 1 1 2 1 2 1 2 2 2 2 1 2 1 1 0 0 0 
elevation 61 1 2 2 1 0 0 0 0 0 0 1 2 1 2 2 2 2 2 2 2 2 2 1 1 1 1 0 0 0 0 
elevation 62 1 2 2 1 0 0 0 0 0 1 1 2 2 1 2 2 2 2 2 1 2 1 1 1 1 0 0 0 0 0 
elevation 63 1 1 1 0 0 0 0 0 1 2 2 2 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 
elevation 64 1 1 1 0 0 0 0 0 1 2 2 2 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 


opaque
impass  0 0  0 1  0 2  0 3  0 4  0 5  0 6  0 7  0 8  0 9  0 10  0 11  0 12  0 13  0 14  0 15  0 16  0 17  0 18  0 19  0 20  0 21  0 22  0 23  0 24  0 25  0 26  0 27  0 28  0 29  0 30  0 31  0 32  0 33  0 34  0 35  0 36  0 37  0 38  0 39  0 40  0 41  0 42  0 43  0 44  0 45  0 46  0 47  0 48  0 49  0 50  0 51  0 52  0 53  0 54  0 55  0 56  0 57  0 58  0 59  0 60  0 61  0 62  0 63  0 64  1 0  1 12  1 13  1 63  1 64  2 0  2 14  2 39  2 40  2 41  2 49  2 63  2 64  3 0  3 8  3 14  3 15  3 16  3 17  3 18  3 19  3 30  3 31  3 32  3 33  3 34  3 35  3 36  3 37  3 38  3 42  3 43  3 44  3 45  3 46  3 47  3 48  3 50  3 51  3 54  3 55  3 56  3 57  3 58  3 60  3 61  3 62  3 63  3 64  4 0  4 7  4 11  4 14  4 15  4 21  4 22  4 31  4 55  4 60  4 61  4 62  4 63  4 64  5 0  5 13  5 14  5 24  5 25  5 30  5 54  5 64  6 0  6 9  6 13  6 14  6 22  6 26  6 31  6 42  6 43  6 44  6 45  6 54  6 55  6 64  7 0  7 12  7 13  7 22  7 26  7 27  7 28  7 30  7 34  7 35  7 36  7 37  7 38  7 45  7 54  7 55  7 63  7 64  8 0  8 6  8 11  8 12  8 13  8 29  8 30  8 35  8 36  8 37  8 38  8 39  8 40  8 42  8 43  8 45  8 54  8 55  8 64  9 0  9 3  9 4  9 6  9 10  9 11  9 12  9 16  9 29  9 30  9 38  9 39  9 40  9 43  9 45  9 53  9 54  9 55  9 56  9 61  9 64  10 0  10 4  10 10  10 11  10 17  10 28  10 29  10 30  10 35  10 36  10 37  10 38  10 44  10 46  10 54  10 55  10 56  10 57  10 62  10 64  11 0  11 1  11 4  11 8  11 9  11 10  11 17  11 26  11 27  11 28  11 29  11 34  11 35  11 36  11 37  11 39  11 40  11 41  11 44  11 45  11 56  11 57  11 64  12 0  12 2  12 5  12 8  12 9  12 10  12 17  12 26  12 27  12 28  12 39  12 40  12 41  12 45  12 46  12 54  12 55  12 56  12 57  12 64  13 0  13 6  13 7  13 8  13 17  13 25  13 26  13 44  13 45  13 53  13 54  13 55  13 56  13 62  13 63  13 64  14 0  14 6  14 8  14 17  14 24  14 25  14 26  14 44  14 46  14 54  14 55  14 63  14 64  15 0  15 5  15 6  15 7  15 16  15 23  15 25  15 34  15 35  15 42  15 43  15 45  15 53  15 54  15 63  15 64  16 0  16 4  16 5  16 6  16 17  16 24  16 25  16 29  16 30  16 35  16 36  16 37  16 38  16 39  16 40  16 43  16 44  16 45  16 53  16 54  16 63  16 64  17 0  17 2  17 3  17 4  17 5  17 17  17 23  17 24  17 29  17 30  17 35  17 36  17 37  17 38  17 39  17 43  17 52  17 53  17 63  17 64  18 0  18 2  18 3  18 4  18 14  18 17  18 23  18 24  18 30  18 31  18 40  18 43  18 53  18 54  18 63  18 64  19 0  19 1  19 2  19 14  19 15  19 16  19 22  19 23  19 29  19 30  19 35  19 36  19 37  19 38  19 39  19 40  19 41  19 42  19 52  19 53  19 62  19 64  20 0  20 1  20 2  20 16  20 17  20 29  20 30  20 35  20 36  20 37  20 38  20 39  20 40  20 52  20 53  20 63  20 64  21 0  21 1  21 16  21 17  21 29  21 30  21 62  21 64  22 0  22 17  22 18  22 26  22 29  22 30  22 44  22 45  22 61  22 62  22 64  23 0  23 1  23 12  23 16  23 18  23 26  23 29  23 30  23 42  23 44  23 45  23 56  23 60  23 63  23 64  24 0  24 2  24 3  24 4  24 13  24 16  24 19  24 30  24 31  24 43  24 45  24 46  24 55  24 57  24 61  24 63  24 64  25 0  25 2  25 3  25 4  25 5  25 15  25 18  25 19  25 20  25 21  25 22  25 23  25 30  25 31  25 32  25 33  25 34  25 35  25 45  25 46  25 53  25 55  25 60  25 62  25 64  26 0  26 4  26 5  26 6  26 7  26 8  26 9  26 10  26 15  26 31  26 36  26 37  26 38  26 39  26 40  26 46  26 47  26 48  26 49  26 50  26 51  26 52  26 59  26 60  26 61  26 62  26 64  27 0  27 5  27 6  27 7  27 8  27 9  27 10  27 14  27 28  27 31  27 46  27 47  27 48  27 49  27 50  27 51  27 52  27 53  27 57  27 58  27 60  27 64  28 0  28 14  28 27  28 28  28 30  28 31  28 43  28 44  28 57  28 58  28 59  28 60  28 64  29 0  29 1  29 2  29 3  29 4  29 5  29 6  29 7  29 8  29 9  29 10  29 11  29 12  29 13  29 14  29 15  29 16  29 17  29 18  29 19  29 20  29 21  29 22  29 23  29 24  29 25  29 26  29 27  29 28  29 29  29 30  29 31  29 32  29 33  29 34  29 35  29 36  29 37  29 38  29 39  29 40  29 41  29 42  29 43  29 44  29 45  29 46  29 47  29 48  29 49  29 50  29 51  29 52  29 53  29 54  29 55  29 56  29 57  29 58  29 59  29 60  29 61  29 62  29 63  29 64
